ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_season_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,mo_sold,year_sold,sale_type,sale_condition,sale_price,longitude,latitude
SPLIT_FOYER,RESIDENTIAL_LOW_DENSITY,0,7703,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CULDSAC,GTL,SAWYER,NORM,NORM,ONEFAM,SFOYER,ABOVE_AVERAGE,VERY_GOOD,1978,1978,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKCMN,40,TYPICAL,TYPICAL,CBLOCK,GOOD,TYPICAL,GD,ALQ,1,UNF,0,0,450,GASA,EXCELLENT,Y,SBRKR,1034,0,0,1034,0,1,1,0,3,1,TYPICAL,6,TYP,1,POOR,BASMENT,FIN,2,504,TYPICAL,TYPICAL,PAVED,311,0,0,0,0,0,NO_POOL,GOOD_WOOD,NONE,5,2008,WD,NORMAL,153000,-93.672718,42.031348
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,94,9239,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,SAWYER,FEEDR,NORM,ONEFAM,ONE_STORY,AVERAGE,VERY_GOOD,1963,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,NO,GLQ,3,UNF,0,326,960,GASA,EXCELLENT,Y,SBRKR,960,0,0,960,1,0,1,0,3,1,GOOD,6,TYP,0,NO_FIREPLACE,ATTCHD,FIN,1,300,TYPICAL,TYPICAL,PAVED,168,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,144900,-93.663727,42.034414
SPLIT_OR_MULTILEVEL,RESIDENTIAL_LOW_DENSITY,124,11512,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,EDWARDS,NORM,NORM,ONEFAM,SLVL,ABOVE_AVERAGE,GOOD,1959,2006,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,84,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,AV,ALQ,1,UNF,0,300,1019,GASA,GOOD,Y,SBRKR,1357,0,0,1357,1,0,1,0,2,1,EXCELLENT,5,TYP,1,GOOD,BASMENT,RFN,1,312,TYPICAL,TYPICAL,PAVED,0,0,0,0,163,0,NO_POOL,GOOD_PRIVACY,NONE,5,2008,WD,NORMAL,177000,-93.666147,42.027332
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,86,11839,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,SAWYER_WEST,NORM,NORM,ONEFAM,TWO_STORY,GOOD,AVERAGE,1990,1990,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,99,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,390,1475,GASA,EXCELLENT,Y,SBRKR,1532,797,0,2329,1,0,2,1,4,1,GOOD,10,TYP,1,EXCELLENT,ATTCHD,UNF,2,514,TYPICAL,TYPICAL,PAVED,192,121,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,262280,-93.683223,42.031766
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,65,9345,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,VERY_GOOD,AVERAGE,2007,2007,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,156,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,AV,UNF,7,UNF,0,1615,1615,GASA,EXCELLENT,Y,SBRKR,1615,0,0,1615,0,0,2,0,3,1,GOOD,7,TYP,1,GOOD,ATTCHD,RFN,3,864,TYPICAL,TYPICAL,PAVED,168,30,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,248500,-93.691095,42.025275
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,79,12798,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,HLS,ALLPUB,INSIDE,MOD,CLEAR_CREEK,FEEDR,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1997,1997,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,GD,GLQ,3,UNF,0,154,616,GASA,GOOD,Y,SBRKR,616,1072,0,1688,1,0,2,1,4,1,GOOD,8,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,603,TYPICAL,TYPICAL,PAVED,403,114,185,0,0,0,NO_POOL,NO_FENCE,SHED,5,2008,WD,NORMAL,200000,-93.679198,42.025781
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,0,8696,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,GOOD,AVERAGE,1997,1998,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,150,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,GD,GLQ,3,UNF,0,110,1418,GASA,EXCELLENT,Y,SBRKR,1418,0,0,1418,1,0,2,0,3,1,GOOD,5,TYP,1,TYPICAL,ATTCHD,RFN,2,558,TYPICAL,TYPICAL,PAVED,208,110,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,226001,-93.690719,42.018501
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,80,12435,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,TWO_STORY,GOOD,AVERAGE,2001,2001,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,172,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,602,963,GASA,EXCELLENT,Y,SBRKR,963,829,0,1792,0,0,2,1,3,1,GOOD,7,TYP,1,TYPICAL,ATTCHD,RFN,2,564,TYPICAL,TYPICAL,PAVED,0,96,0,245,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,231500,-93.689101,42.015974
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,75,12192,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,TWO_STORY,GOOD,AVERAGE,2000,2001,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,265,928,GASA,EXCELLENT,Y,SBRKR,928,895,0,1823,1,0,2,1,3,1,GOOD,6,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,626,TYPICAL,TYPICAL,PAVED,192,36,0,0,0,0,NO_POOL,NO_FENCE,SHED,5,2008,WD,NORMAL,235000,-93.688958,42.01626
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,0,12250,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,ABOVE_AVERAGE,1978,1978,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,180,TYPICAL,TYPICAL,CBLOCK,GOOD,TYPICAL,MN,ALQ,1,UNF,0,83,864,GASA,EXCELLENT,Y,SBRKR,1174,0,0,1174,1,0,1,0,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,ATTCHD,UNF,2,528,TYPICAL,TYPICAL,PAVED,211,0,280,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,158000,-93.687518,42.018839
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,60,7180,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,GOOD,1972,1972,HIP,COMPSHG,HDBOARD,HDBOARD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,AV,ALQ,1,UNF,0,474,864,GASA,TYPICAL,Y,SBRKR,864,0,0,864,0,0,1,0,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,352,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,127000,-93.683158,42.020796
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,0,11250,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,TWO_STORY,VERY_GOOD,AVERAGE,2002,2002,GABLE,COMPSHG,CEMNTBD,CMENTBD,NONE,0,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,MN,UNF,7,UNF,0,1128,1128,GASA,EXCELLENT,Y,SBRKR,1149,1141,0,2290,0,0,2,1,4,1,GOOD,9,TYP,1,GOOD,ATTCHD,UNF,2,779,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,255900,-93.686644,42.016975
ONE_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,0,4426,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,TWNHSE,ONE_STORY,ABOVE_AVERAGE,AVERAGE,2004,2004,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,147,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,AV,GLQ,3,UNF,0,151,848,GASA,EXCELLENT,Y,SBRKR,848,0,0,848,1,0,1,0,1,1,GOOD,3,TYP,1,TYPICAL,ATTCHD,RFN,2,420,TYPICAL,TYPICAL,PAVED,149,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,149300,-93.683127,42.015927
ONE_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,0,4426,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,COLLEGE_CREEK,NORM,NORM,TWNHSE,ONE_STORY,ABOVE_AVERAGE,AVERAGE,2004,2004,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,147,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,GD,GLQ,3,UNF,0,151,848,GASA,EXCELLENT,Y,SBRKR,848,0,0,848,1,0,1,0,1,1,GOOD,3,TYP,1,TYPICAL,ATTCHD,RFN,2,420,TYPICAL,TYPICAL,PAVED,149,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,141000,-93.682991,42.015927
ONE_STORY_1945_AND_OLDER,RESIDENTIAL_LOW_DENSITY,67,8777,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,EDWARDS,FEEDR,NORM,ONEFAM,ONE_STORY,AVERAGE,GOOD,1910,1950,GABLE,COMPSHG,METALSD,WD_SDNG,NONE,0,TYPICAL,TYPICAL,CBLOCK,FAIR,TYPICAL,NO,UNF,7,UNF,0,796,796,GASA,GOOD,Y,FUSEA,796,0,0,796,0,0,1,0,2,1,TYPICAL,4,TYP,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,PARTIAL_PAVEMENT,328,0,164,0,0,0,NO_POOL,MINIMUM_PRIVACY,NONE,5,2008,WD,NORMAL,85000,-93.678303,42.01975
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,65,6500,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,ABOVE_AVERAGE,1976,1976,HIP,COMPSHG,HDBOARD,PLYWOOD,BRKFACE,84,TYPICAL,TYPICAL,CBLOCK,TYPICAL,EXCELLENT,NO,BLQ,2,UNF,0,94,1127,GASA,TYPICAL,Y,SBRKR,1127,0,0,1127,0,1,1,1,3,1,TYPICAL,6,TYP,1,POOR,DETCHD,UNF,2,480,TYPICAL,TYPICAL,PAVED,0,0,138,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,135000,-93.673571,42.019996
TWO_FAMILY_CONVERSION_ALL_STYLES_AND_AGES,RESIDENTIAL_LOW_DENSITY,56,6931,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,TWOFMCON,ONE_STORY,BELOW_AVERAGE,AVERAGE,1955,1955,HIP,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,AV,ALQ,1,UNF,0,0,784,GASA,TYPICAL,N,FUSEP,784,0,0,784,1,0,1,0,2,1,TYPICAL,4,TYP,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,PAVED,112,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,91900,-93.661895,42.020112
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,68,9520,PAVE,NO_ALLEY_ACCESS,REGULAR,BNK,ALLPUB,INSIDE,MOD,EDWARDS,NORM,NORM,ONEFAM,ONE_STORY,BELOW_AVERAGE,AVERAGE,1953,1953,GABLE,COMPSHG,METALSD,METALSD,STONE,115,TYPICAL,TYPICAL,CBLOCK,GOOD,TYPICAL,NO,REC,6,UNF,0,144,911,GASA,TYPICAL,Y,SBRKR,930,0,0,930,0,0,1,0,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,ATTCHD,RFN,1,286,TYPICAL,TYPICAL,PAVED,134,0,0,0,0,0,NO_POOL,MINIMUM_PRIVACY,GAR2,5,2008,WD,NORMAL,99000,-93.665829,42.017962
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,70,11767,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,AVERAGE,ABOVE_AVERAGE,1946,1995,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,BLQ,2,UNF,0,416,768,GASA,EXCELLENT,Y,SBRKR,768,432,0,1200,0,0,1,0,3,1,TYPICAL,6,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,240,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,130500,-93.664506,42.0198028
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,60,8172,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,BELOW_AVERAGE,ABOVE_AVERAGE,1954,1972,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,TYPICAL,PCONC,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,941,941,GASA,EXCELLENT,Y,SBRKR,997,473,0,1470,0,0,2,0,4,1,TYPICAL,7,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,548,TYPICAL,TYPICAL,PAVED,0,0,0,0,156,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,135000,-93.663479,42.019959
TWO_STORY_1945_AND_OLDER,RESIDENTIAL_LOW_DENSITY,51,9842,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,SOUTH_AND_WEST_OF_IOWA_STATE_UNIVERSITY,FEEDR,NORM,ONEFAM,TWO_STORY,AVERAGE,ABOVE_AVERAGE,1921,1998,GABLE,COMPSHG,METALSD,WD_SDNG,NONE,0,TYPICAL,TYPICAL,BRKTIL,TYPICAL,FAIR,NO,UNF,7,UNF,0,612,612,GASA,EXCELLENT,Y,SBRKR,990,1611,0,2601,0,0,3,1,4,1,TYPICAL,8,TYP,0,NO_FIREPLACE,BUILTIN,RFN,2,621,TYPICAL,TYPICAL,PAVED,183,0,301,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,189000,-93.646748,42.019092
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,79,7801,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,CRAWFORD,FEEDR,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,AVERAGE,1951,1951,HIP,COMPSHG,WDSHING,PLYWOOD,BRKFACE,88,TYPICAL,FAIR,PCONC,TYPICAL,TYPICAL,NO,REC,6,UNF,0,591,1091,GASA,FAIR,N,FUSEA,1091,0,0,1091,0,1,1,0,2,1,TYPICAL,5,TYP,1,TYPICAL,ATTCHD,FIN,1,344,TYPICAL,TYPICAL,PAVED,66,105,0,0,221,0,NO_POOL,MINIMUM_PRIVACY,NONE,5,2008,WD,NORMAL,104000,-93.639467,42.017528
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,0,14100,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,MOD,CRAWFORD,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,VERY_GOOD,EXCELLENT,1935,1997,GABLE,COMPSHG,STUCCO,STUCCO,BRKFACE,632,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,MN,REC,6,UNF,0,536,728,GASA,EXCELLENT,Y,SBRKR,1968,1479,0,3447,0,0,3,1,4,1,GOOD,11,TYP,2,GOOD,BUILTIN,UNF,3,1014,TYPICAL,TYPICAL,PAVED,314,12,0,0,0,0,NO_POOL,GOOD_WOOD,NONE,5,2008,WD,NORMAL,381000,-93.642597,42.01601
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,0,15660,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,CRAWFORD,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,GOOD,EXCELLENT,1939,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,312,GOOD,GOOD,CBLOCK,TYPICAL,TYPICAL,NO,BLQ,2,UNF,0,457,798,GASA,EXCELLENT,Y,SBRKR,1137,817,0,1954,0,1,1,1,3,1,GOOD,8,TYP,2,TYPICAL,ATTCHD,UNF,2,431,TYPICAL,TYPICAL,PAVED,0,119,150,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,311500,-93.643378,42.015667
ONE_STORY_1945_AND_OLDER,RESIDENTIAL_MEDIUM_DENSITY,60,7392,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,IOWA_DOT_AND_RAIL_ROAD,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,GOOD,1930,1995,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,TYPICAL,BRKTIL,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,520,520,GASA,TYPICAL,Y,FUSEA,912,0,0,912,0,0,1,0,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,DETCHD,RFN,1,360,TYPICAL,TYPICAL,PAVED,0,90,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,99500,-93.626835,42.020379
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,C_ALL,52,5150,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,IOWA_DOT_AND_RAIL_ROAD,FEEDR,NORM,ONEFAM,ONE_AND_HALF_FIN,BELOW_AVERAGE,GOOD,1910,2000,GABLE,COMPSHG,PLYWOOD,PLYWOOD,NONE,0,TYPICAL,TYPICAL,PCONC,POOR,TYPICAL,NO,UNF,7,UNF,0,356,356,GASA,TYPICAL,N,FUSEA,671,378,0,1049,0,0,1,0,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,195,POOR,FAIR,DIRT_GRAVEL,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,80900,-93.616849,42.021594
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,0,15498,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,TIMBERLAND,NORM,NORM,ONEFAM,ONE_STORY,VERY_GOOD,ABOVE_AVERAGE,1976,1976,HIP,WDSHAKE,STONE,HDBOARD,NONE,0,GOOD,TYPICAL,CBLOCK,GOOD,TYPICAL,AV,ALQ,1,LWQ,400,0,1565,GASA,TYPICAL,Y,SBRKR,2898,0,0,2898,1,0,2,0,2,1,GOOD,10,TYP,1,GOOD,ATTCHD,FIN,2,665,TYPICAL,TYPICAL,PAVED,0,72,174,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,COD,ABNORML,287000,-93.650229,41.998999
SPLIT_OR_MULTILEVEL,RESIDENTIAL_LOW_DENSITY,73,9735,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,TIMBERLAND,NORM,NORM,ONEFAM,SLVL,AVERAGE,AVERAGE,2006,2007,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,UNF,7,UNF,0,384,384,GASA,GOOD,Y,UNKNOWN,754,640,0,1394,0,0,2,1,3,1,GOOD,7,TYP,0,NO_FIREPLACE,BUILTIN,FIN,2,400,TYPICAL,TYPICAL,PAVED,100,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,167500,-93.649475,41.993751
TWO_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,41,2665,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,MEADOW_VILLAGE,NORM,NORM,TWNHSE,TWO_STORY,AVERAGE,GOOD,1976,1976,GABLE,COMPSHG,CEMNTBD,CMENTBD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,ALQ,1,UNF,0,232,550,GASA,TYPICAL,Y,SBRKR,925,550,0,1475,0,0,2,0,4,1,TYPICAL,6,TYP,1,TYPICAL,ATTCHD,UNF,1,336,TYPICAL,TYPICAL,PAVED,92,26,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2008,WD,NORMAL,129500,-93.604184,41.990899
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,72,8702,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1997,1998,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,PCONC,TYPICAL,TYPICAL,NO,BLQ,2,UNF,0,220,926,GASA,EXCELLENT,Y,SBRKR,926,678,0,1604,0,0,2,1,3,1,TYPICAL,7,TYP,1,TYPICAL,ATTCHD,FIN,2,470,TYPICAL,TYPICAL,PAVED,0,36,0,0,0,0,NO_POOL,NO_FENCE,NONE,4,2008,WD,NORMAL,187500,-93.639062,42.05996
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,73,11184,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1998,1998,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,UNF,7,UNF,0,932,932,GASA,GOOD,Y,SBRKR,932,701,0,1633,0,0,2,1,3,1,TYPICAL,7,TYP,1,TYPICAL,ATTCHD,FIN,2,460,TYPICAL,TYPICAL,PAVED,0,39,0,0,0,0,NO_POOL,NO_FENCE,NONE,4,2008,WD,FAMILY,183000,-93.639007,42.059364
ONE_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,65,5950,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,HLS,ALLPUB,INSIDE,MOD,STONE_BROOK,NORM,NORM,TWNHSE,ONE_STORY,VERY_GOOD,AVERAGE,1989,1989,GABLE,COMPSHG,HDBOARD,HDBOARD,NONE,0,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,GD,GLQ,3,UNF,0,1018,1337,GASA,GOOD,Y,SBRKR,1337,0,0,1337,1,0,2,0,2,1,GOOD,5,TYP,1,TYPICAL,ATTCHD,RFN,2,462,TYPICAL,TYPICAL,PAVED,0,73,154,0,0,0,NO_POOL,NO_FENCE,NONE,4,2008,WD,NORMAL,188500,-93.631581,42.059636
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,80,10400,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTHWEST_AMES,NORM,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,AVERAGE,1976,1976,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,120,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,1444,1444,GASA,TYPICAL,Y,SBRKR,1444,0,0,1444,0,0,2,0,2,1,TYPICAL,5,TYP,1,GOOD,ATTCHD,UNF,2,473,TYPICAL,TYPICAL,PAVED,0,24,0,0,0,0,NO_POOL,GOOD_WOOD,NONE,4,2008,WD,NORMAL,159900,-93.635216,42.049449
